catalog Position,Title,author,Year Published,genre,Section,Total-copies,Times borrowed,Last borrowed_date,Rating,Ratings count,Price,Language,Page count,ISBN,subjects,Dimensions,Thumbnail
A7-B2-0057,Sonnenfinsternis,Arthur Koestler,1940,Historical Fiction,Fiction,5,1,25_Jan_25,4.64 out of 5 stars,1 rating,$0.99 ,de,50,,"Fiction, History, Moscow Trials, Moscow, Russia, 1936-1937, Political prisoners, Totalitarianism, Revolution, 1917-1921, Russia, Soviet union, fiction, Fiction, historical, Fiction, legal, Moscow Trials (Russia : 1936-1937) fast (OCoLC)fst01709887, Fiction, historical, general",5.98 x 0.33 x 6.98 inches,
A7-B2-0058,O Primo Basílio,Eça de Queiroz,1878,Drama,Fiction,4,2,24_Mar_24,4.55 out of 5 stars,1 rating,$4.61 ,pt-BR,544,,"Fiction in Spanish, Portuguese, Fiction, Literatura, Lisbon (portugal), fiction, Fiction, historical, general, Social conditions, Fiction, general, Portugal, fiction, Pq9261.e3 p613 2003, 869.33",6.37 x 1.97 x 7.14 inches,
A7-B2-0059,Back to Methuselah,George Bernard Shaw,1921,Drama,Fiction,5,2,18_Apr_24,4.29 out of 5 stars,1 rating,$0.39 ,en,550,978-0-597-7369-7,"English drama, British and irish drama (dramatic works by one author), Longevity, Drama, English literature, Translation into Japanese, Japanese literature, Translations from English",6.04 x 1.90 x 8.71 inches,http://books.google.com/books/content?id=NyxdeRsPbHwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B2-0060,Uncle Vanya,Anton Pavlovich Chekhov,1897,Drama,Fiction,6,1,16_Jun_24,4.76 out of 5 stars,1 rating,$0.34 ,en,98,,"Russian language, Readers, Drama, Scripts, Translations into English, Russian drama, Fiction, Classic Literature, Drama (dramatic works by one author), Continental european drama (dramatic works by one author), German, Dictionaries, English language, French, Korean, Chinese, Slavic philology, American drama (dramatic works by one author), Drama, collections, Russian literature, Translations into Japanese, English drama, Translations from Russian, Russian drama--translations into english, English drama--translations from russian, Pg3456.d5 h5, Chekhov, anton pavlovich , 1860-1904, Middle class, Middle class--russia--drama, Country life, Country life--russia--drama, Pg3456.d5 w67 2005, 891.723",5.66 x 0.60 x 8.28 inches,
A7-B2-0061,A Caribbean Mystery,Agatha Christie,1964,Crime/Thriller,Fiction,5,30,25_Dec_24,4.59 out of 5 stars,20 ratings,$5.56 ,en,264,978-7-677-7463-2,"Agatha Christie, Miss Marple, Series, British, Amateur, Detective, Fiction, Classic, Literature, Braille, Audiobook, Crime, Murder, Mystery, Suspense, Humour, Travel, Vacation, Cruise, Caribbean, West Indies, Women detectives, Detective and mystery stories, Jane Marple (Fictitious character), Open Library Staff Picks, Marple, Jane (Fictitious character), Caribbean area, fiction, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, women sleuths, Large type books, Women private investigators, English literature, Fiction, mystery & detective, traditional, West indies, fiction, Fiction, mystery & detective, general, England, fiction",6.40 x 1.14 x 7.13 inches,http://books.google.com/books/content?id=uNS7AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A7-B2-0062,A Pair of Blue Eyes,Thomas Hardy,1800,Drama,Fiction,5,4,30_Aug_24,4.63 out of 5 stars,3 ratings,$6.48 ,en,296,,"Elopement, Elopement in fiction, Fiction, Triangles (Interpersonal relations), Separation (Psychology), Classic Literature, VFiction, Fiction, general, British and irish fiction (fictional works by one author), Wessex (england), fiction, England, fiction, Courtship, Architects, Male friendship, Social life and customs, Manners and customs",6.30 x 0.99 x 8.08 inches,
A7-B2-0063,Voskresenie,Leo Tolstoy,1899,Historical Fiction,Fiction,6,2,24_May_24,4.64 out of 5 stars,2 ratings,$0.34 ,ru,536,,"Continental european fiction (fictional works by one author), Fiction, general, Fiction, historical, general, Russia (federation), fiction, Atonement -- Fiction, Russia -- Social conditions -- 1801-1917 -- Fiction, Aristocracy (Social class) -- Russia -- Fiction, Prostitutes -- Russia -- Fiction, Trials (Murder) -- Russia -- Fiction, Change -- Religious aspects -- Fiction, Social justice -- Russia -- Fiction, Fiction, Social conditions, Russian fiction, Russian literature, Social life and customs, Historical Fiction, Classic Literature, Jurors, Manners and customs, General, Prose, Tolstoi, Fiction, psychological",6.75 x 1.79 x 7.08 inches,
A7-B2-0064,Sailing alone around the world,Joshua Slocum,1800,Biography & Autobiography,Non-Fiction,7,6,3_Jan_25,4.64 out of 5 stars,4 ratings,$16.95 ,en,326,,"Spray (Sloop), Single-handed sailing, Sailing, Yachting, Travel, Voyages and travels, Voyages around the world, Nonfiction, Sailing, Single-handed, Sailboats, Liberdade (Ship), Biography & Autobiography, History, Slocum, joshua, 1844-1909, Journeys, Bateaux ÃƒÂ  voiles, Voyages autour de monde, Voyages autour du monde, General, Diaries, Large type books, Biography, Nautical, Slocum, Joshua, 1844- -- Travel, Navigation ÃƒÂ  voile en solitaire",6.47 x 1.37 x 6.26 inches,
A7-B2-0065,The Bride of Lammermoor,Sir Walter Scott,1800,Historical Fiction,Fiction,5,2,7_Jun_24,4.05 out of 5 stars,2 ratings,$0.99 ,en,368,,"Fiction, Women murderers, Arranged marriage, History, Revenge, Swindlers and swindling, Translations into Russian, British and irish fiction (fictional works by one author), Scotland, fiction, Fiction, historical, Historical fiction, Romance fiction, Fiction, historical, general",6.51 x 0.30 x 7.39 inches,
A7-B2-0066,Where the Wild Things Are,Maurice Sendak,1600,Fantasy,Children,5,329,14_Sep_24,4.99 out of 5 stars,207 ratings,$12.49 ,en,44,,"Caldecott Medal, Dreams, Fantasy, Fantasy fiction, Fiction, Imagination, Juvenile fiction, Miniature books, Monsters, Specimens, Fantasty, Monstruos, FantasÃƒÂ­a, Spanish language materials, Novela, open_syllabus_project, Kings and rulers, Conduct of life, Fairy tales, Children, Animals, Temper tantrums, FicciÃƒÂ³n juvenil, Accelerated Reader 2.9., Caldecott Medal books, Children's fiction, Monsters, fiction, Picture books, Novela juvenil, Action & Adventure, Classics, People & Places, Hispanic & Latino, Spanish language, Reading materials, French Juvenile fiction, Juvenile fiction, French, Children's stories, German language materials, collectionID:caldecott60, Behavior, Latin language materials, Dreams, fiction, Monstres, Ouvrages illustrÃƒÂ©s, LittÃƒÂ©rature de jeunesse anglaise, award:Caldecott_award, lexile:740, lexile_range:701-800, lexile_code:AD, age:min:1, age:max:5, Adventure and adventurers, fiction, Islands, fiction, Animals, fiction, Behavior, fiction",6.62 x 0.34 x 7.35 inches,
A7-B2-0067,"Quentin Durward, or, The fortunate Scotsman",Sir Walter Scott,1800,Historical Fiction,Fiction,5,2,22_May_24,,,$15.99 ,en,24,,"History, Fiction, Moyen ÃƒÂ¢ge, 1328-1589, Valois, Open Library Staff Picks, Histoire, Louis XI, 1461-1483, France, Roman, Scots, Medieval Civilization, Templars, British and irish fiction (fictional works by one author), France, fiction, Fiction, historical, general, Quentin Durward (Fictitious character)",6.93 x 0.47 x 9.00 inches,
A7-B2-0068,Plain tales from the hills,Rudyard Kipling,1850,History,Fiction,6,6,8_Nov_24,4.04 out of 5 stars,5 ratings,$0.99 ,eng,352,979-3-838-9804-4,"Fiction, History, British, Correspondence, Classic Literature, Short Stories, Social life and customs, Soldiers, British Occupation of India (1765-1947) fast (OCoLC)fst01352145, British and irish fiction (fictional works by one author), Fiction, short stories (single author), India, history, british occupation, 1765-1947, fiction, India, fiction, Indian soldiers, English fiction, Histoire, Romans, nouvelles, Britanniques",6.58 x 1.45 x 8.87 inches,
A7-B2-0069,De civitate Dei,Augustine of Hippo,1440,Religion,Humanities,5,8,5_Feb_25,4.67 out of 5 stars,5 ratings,$15.39 ,en,,,"Latin Manuscripts, Kingdom of God, Theology, Apologetics, Early works to 1800, Early Christian literature, Early church, ca. 30-600, Moral conditions, History, Latin language materials, ApologÃƒÂ©tique, Ouvrages avant 1800, Royaume de Dieu, De civitate Dei (Augustine, of Hippo, Saint), Christianity, 89.06 political philosophy, Christendom, Politieke filosofie, Apologetics, history, early church, ca. 30-600, Augustine, saint, bishop of hippo, 354-430, Early church, Apologetics--early works to 1800, Kingdom of god--early works to 1800, Apologetics--history, Apologetics--history--early church, ca. 30-600--early works to 1800, Br65.a64 e5 1972, 239/.3, Br65.a64 e5 1998x, Br65.a64 e5 1998",5.51 x 0.11 x 8.10 inches,
A7-B2-0070,The Cherry Orchard,Anton Pavlovich Chekhov,1918,Drama,Fiction,5,6,29_Apr_24,4.25 out of 5 stars,4 ratings,$10.69 ,ru,199,,"Translations into English, Drama, Gentry, Russian language, Readers, Drama (dramatic works by one author), Continental european fiction (fictional works by one author), Rich people, Rich, Social conditions, Comedies, Social change, Continental european drama (dramatic works by one author), History and criticism, Russian literature, English drama, Russian drama, Translations from Russian, Slavic philology, FICTION / Classics, FAMILY & RELATIONSHIPS / Aging, DRAMA / Russian & Former Soviet Union, LITERARY COLLECTIONS / Russian & Former Soviet Union, Stage-setting and scenery, Theaters, ThÃƒÂ©ÃƒÂ¢tre russe, Traductions franÃƒÂ§aises, Adaptations, Russian drama (Comedy), VishnevyÃ„Â­ sad (Chekhov, Anton Pavlovich), Yiddish Theater, Theater programs, Specimens, Habimah",6.14 x 0.78 x 8.39 inches,
A7-B2-0071,The Caxtons,Edward Bulwer Lytton,1800,Historical Fiction,Fiction,4,1,29_Mar_24,4.46 out of 5 stars,1 rating,$8.99 ,en,844,,"Utopias, Siege, 1491-1492, Fiction, Personal copy, Library, Fiction, general, Caxton family",6.46 x 2.80 x 7.66 inches,http://books.google.com/books/content?id=7mZEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B2-0072,Divina Commedia,Dante Alighieri,1472,Poetry,Fiction,9,3,20_Jul_24,4.69 out of 5 stars,3 ratings,$49.99 ,en,586,,"Poetry (poetic works by one author), Literatura, Portraits, Paradise, Poetry, Hell, Purgatory, Illustrations, Italian poetry, Medieval Literature, Heaven, Dictionaries, poem sayers, Early works to 1800, Fiction, humorous, Translations into English, Religion, Classic Literature, Fiction, Romance literature, PoÃƒÂ©sie italienne, Purgatoire, PoÃƒÂ©sie, Ciel, Aspect religieux, Paradis, Divina commedia (Dante Alighieri), Italian language materials, Bilingual, Italian literature, Tekeningen, La divina commedia (Dante), Italy, narrative poem, medieval, christianity, Italian language, Dialects, Texts, PoesÃƒÂ­a italiana, Literatura italiana, Fiction, historical, general, Epic poetry, Italian -- Translations into English, Italian poetry -- To 1400 -- Translations into English, Manuscripts, Facsimiles, Italian Illumination of books and manuscripts, Medieval Illumination of books and manuscripts, Biblioteca nazionale centrale di Firenze, Miniature books, Bookbinding, Specimens, Iconography, Church and State, History, Politics and Government, Literature, Translations from Italian, Rime, Great books of the Western world, Poetry & poets: classical, early & medieval, Italian, 1265-1321, Dante Alighieri, Literary Collections / Continental European, Dante Alighieri,, General, Divina commedia, Poetics, Criticism and interpretation, Continental european fiction (fictional works by one author), Dante alighieri, 1265-1321, Latin poetry, translations into english, allegory, faith, redemption, Italian poetry, translations into english, Pictorial works, Textual Criticism, Literary collections, Pq4315 .d87 1996, 851/.1, Pq4315 .c5 2003, Heaven--poetry, Pq4302 .f70 vol. 3, Pq4305, Future life, Italian Narrative poetry, Open Library Staff Picks, Fiction, humorous, general, Versification, Mechanical drawing, Fiction, general, Rhyme, Concordances",6.01 x 2.08 x 6.47 inches,
A7-B2-0073,The Rape of the Lock,Alexander Pope,1714,Poetry,Humanities,5,2,1_Jan_25,4.66 out of 5 stars,2 ratings,$19.98 ,en,32,,"Poetry (poetic works by one author), English poetry, Pope, alexander, 1688-1744, English literature, history and criticism, Civilization, Social life and customs, Sources, Catholics, Young women, Poetry, Rape of the lock (Pope, Alexander), Aristocracy (Social class), Pope, Alexander, 1688-1744., Young women -- Poetry., Catholics -- England -- Poetry., Great Britain -- Civilization -- 18th century -- Sources., Literary collections, Epic poetry, Mock-heroic literature, Women, Criticism and interpretation, English literature, Translations into German, German literature, Translations from English, Class consciousness",5.86 x 0.38 x 7.41 inches,
A7-B2-0074,The Sea-Wolf,Jack London,1900,Adventure,Fiction,6,3,3_Oct_24,4.85 out of 5 stars,2 ratings,$8.24 ,en,290,,"Fiction, Ship captains, Sealing ships, Sealing ships in fiction, Ship captains in fiction, Arctic Regions in fiction, Sealers (Persons), Sealing in fiction, Sealing, Translations into Russian, Sea stories, American Sea stories, American Adventure stories, Sailors, Sealers (Persons in fiction, Sealers (Persons, Sailors in fiction, Allegories, Survival after airplane accidents, shipwrecks, Society of Friends, American fiction (fictional works by one author), Large type books, Museums, Sugarcane industry, Rum industry, Museo Castillo SerrallÃƒÂ©s, Fiction, sea stories, Translations into Spanish, Cuentos de mar estadounidenses, Traducciones al espaÃƒÂ±ol, Arctic regions, fiction, Fiction, action & adventure, Fiction, general, Ship captains -- Fiction, Arctic regions -- Fiction, Sealers (Persons) -- Fiction, Sealing ships -- Fiction, ÃÂ¥Ã‘Æ’ÃÂ´ÃÂ¾ÃÂ¶ÃÂµÃ‘ÂÃ‘â€šÃÂ²ÃÂµÃÂ½ÃÂ½ÃÂ°Ã‘Â ÃÂ»ÃÂ¸Ã‘â€šÃÂµÃ‘â‚¬ÃÂ°Ã‘â€šÃ‘Æ’Ã‘â‚¬ÃÂ° -- ÃÂ¡ÃÂ¨ÃÂ -- ÃÂÃÂ¼ÃÂµÃ‘â‚¬ÃÂ¸ÃÂºÃÂ°ÃÂ½Ã‘ÂÃÂºÃÂ°Ã‘Â ÃÂ»ÃÂ¸Ã‘â€šÃÂµÃ‘â‚¬ÃÂ°Ã‘â€šÃ‘Æ’Ã‘â‚¬ÃÂ° -- ÃÂ½ÃÂ°Ã‘â€¡. 20 ÃÂ². -- ÃÂ ÃÂ¾ÃÂ¼ÃÂ°ÃÂ½Ã‘â€¹. ÃÅ¸ÃÂ¾ÃÂ²ÃÂµÃ‘ÂÃ‘â€šÃÂ¸",5.79 x 1.22 x 7.08 inches,http://books.google.com/books/content?id=s_dvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A7-B2-0075,,Fyodor Mikhailovich Dostoevsky,1916,Drama,Fiction,5,4,13_Sep_24,4.48 out of 5 stars,3 ratings,$0.99 ,ru,432,,"Continental european fiction (fictional works by one author), Fiction, Identity (Philosophical concept), Social life and customs",6.24 x 1.55 x 6.97 inches,http://books.google.com/books/content?id=laS8Igw1Uv0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B3-0001,Official Congressional Directory,United States,1861,Biography & Autobiography,Reference,4,1,21_Dec_24,No rating available,No reviews,$9.99 ,en,178,,"Architecture, Biography, Directories, Officials and employees, Public buildings, Salaries, United States, United States. Congress, Diplomatic and consular service, Printing, Administrative agencies, Maps, Government publications, Legislators, United States. Congress 1861-1862), Registers, Congress, Government, Directory, Politics, Government Agencies, Periodicals, United states, congress, directories, Congresses and conventions, United states, congress, biography, United states, registers, United states, congress",7.00 x 0.88 x 8.33 inches,
A7-B3-0002,"Thuvia, Maid of Mars",Edgar Rice Burroughs,1916,Science Fiction,Fiction,6,5,9_Jul_24,4.62 out of 5 stars,4 ratings,$5.95 ,en,781,979-6-621-6179-0,"American Science fiction, Fiction, Science fiction, American, Science Fiction, Classic Literature, John Carter (Fictitious character), Martians, Fiction, science fiction, general, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, Extraterrestrial beings, American literature, Martians -- Fiction, Mars (Planet) -- Fiction, Mars (Planet), Fiction, action & adventure",5.36 x 2.60 x 9.15 inches,
A7-B3-0003,Death Comes for the Archbishop,Willa Cather,1926,Historical,Fiction,6,6,22_Sep_24,4.58 out of 5 stars,4 ratings,$9.12 ,en,297,,"Fiction, Clergy, History, Missions, Hopi Indians, Navajo Indians, Catholic Church, New mexico, fiction, American fiction (fictional works by one author), Large type books, Fiction, general, Fiction, historical, Fiction, historical, general, American literature, ClergÃƒÂ©, Romans, nouvelles",5.20 x 0.19 x 9.09 inches,
A7-B3-0004,The Seven Dials Mystery,Agatha Christie,1929,Crime/Thriller,Fiction,4,27,25_Aug_24,4.46 out of 5 stars,18 ratings,$13.29 ,en,242,,"English Detective and mystery stories, Fiction, Mystery, Police, Private investigators, Superintendent Battle (Fictitious character), Translations into Russian, Detective and mystery stories, Adventure, Alarm clocks, Large type books, English literature, Fiction, mystery & detective, women sleuths, Fiction, mystery & detective, traditional, England, fiction, Detectives",5.86 x 1.10 x 7.64 inches,
A7-B3-0005,Nathan der Weise,Gotthold Ephraim Lessing,1779,Drama,Humanities,5,2,12_Sep_24,4.48 out of 5 stars,2 ratings,$5.99 ,en,128,,"Crusades, Drama, Enlightenment, German drama, German language, German literature, History, Readers, 18th Century Literature, early modern, 19th Century Literature, German Jewish history, German Jewish literature, Lessing, AuferklÃƒÂ¤rung, Philosophy, German philosophy, Jewish religion and philosophy in Germany, Nathan der Weise (Lessing, Gotthold Ephraim), Translations into English, Judaism, Religious tolerance, German Verse drama, Jews, Christianity and other religions, Christianity, Interfaith relations",5.80 x 0.24 x 8.13 inches,
A7-B3-0006,Incidents in the life of a slave girl,Harriet A. Jacobs,1861,Biography & Autobiography,History,7,3,2_Jul_24,4.77 out of 5 stars,3 ratings,$6.24 ,en,382,,"Women slaves, United States, Slaves, Social conditions, Biography, Autobiografie, Erlebnisbericht, Sklaverei, Jacobs, harriet a. (harriet ann), 1813-1897, Slaves, united states, Slaves, united states, social conditions, Women, united states, biography, Condition of slaves, Slavery, Biography & Autobiography, History, Nonfiction, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, 1000blackgirlbooks, Esclavage, Conditions sociales, Esclaves, Incidents, Esclave (femme), Document, African American women, Personal narratives, Accessible book, In library, Classic Literature, Fiction, Women, united states, social conditions, Sexual abuse victims, Slaves' writings, Slaves, social conditions, United states, history, Fiction, historical, general, Biographies, Femmes esclaves, RÃƒÂ©cits personnels, Slave narratives, Enslaved women, Enslaved persons, united states, social conditions, Large type books, Enslaved persons, united states, United states, biography, Enslaved persons, Girls, biography",6.17 x 1.25 x 6.20 inches,
A7-B3-0007,California and Oregon trail,Francis Parkman,1872,History,Non-Fiction,5,3,10_May_24,4.22 out of 5 stars,2 ratings,$11.27 ,en,329,,"Description and travel, Indians of North America, Prairies, Travel, Journeys, The West, West (U.S.), Pontiac's Conspiracy, 1763-1765, Oglala Indians, Frontier and pioneer life, Juvenile literature, History, Frontier and pioneer life, west (u.s.), Oregon national historic trail, Indians of north america, west (u.s.), West (u.s.), description and travel, California trail, West (u.s.), history, Parkman, francis, 1823-1893, Peuples autochtones, Descriptions et voyages",6.38 x 1.15 x 7.29 inches,
A7-B3-0008,History,Herodotus,1494,History,Humanities,7,9,3_Jun_24,4.72 out of 5 stars,9 ratings,$12.60 ,en,408,,"Ancient History, History, Early works to 1800, Plataea, Battle of, Plataiai, Greece, 479 B.C., Salamis, Battle of, Greece, 480 B.C., Libyans, Scythians, Marathon, Battle of, Greece, 490 B.C., Historiography, Macedonians (Ancient), Historiae, Origin, Translations into English, Thermopylae, Battle of, Greece, 480 B.C., Ancient Geography, Literature, Collections, Indexes, open_syllabus_project, Long Now Manual for Civilization, History, Ancient., Greek language materials, Greece -- History., History, Ancient, Herodotus, Greece, history, persian wars, 500-449 b.c., Greece, history, to 146 b.c., Historians, greece, Greece, history, HISTORY / Ancient / General, Science, Methodology, Induction (Logic), Utopias, Logic, Induction (Logique), Sciences, Philosophie, Sciences naturelles, Ouvrages prÃƒÂ©linnÃƒÂ©ens, CIENCIA, METODOLOGIA, FILOSOFIA DE LA CIENCIA, Montaigne, Michel de,, Essays, Skepticism, French Philosophy, French essays, Modern Literature, French literature, Psychology, Psychologie, Filosofia Contemporanea, Historia antiga, Grecia (literatura), RÃƒÂ³mai tÃƒÂ¶rtÃƒÂ©nelem, Histoire, Historiadores, Obras Gerais, World history, Histoire ancienne, Historiographie ancienne, Fiction, Social life and customs, Fathers and sons, Brothers, Platonists, Ancient Philosophy, Economics, Classical school of economics, Greek Epic poetry, Poetry, Trojan War, Evidences, authority, Bible, D58 .h3313 1998, 930, Greek world--history, History, ancient--greece, D58 .h4713 2007, D58 h559l 2007, Salamis, battle of, greece, 480 b.c, Salamis, battle of, greece, 480 b.c--early works to 1800, Pa4002 .a38 2007, 938/.03, 18.43",6.59 x 1.56 x 8.13 inches,
A7-B3-0009,The Bridge of San Luis Rey,Thornton Wilder,1927,Drama,Fiction,5,1,3_May_24,4.47 out of 5 stars,1 rating,$11.99 ,en,99,,"Accident victims, Accidents, American fiction, Bridges, Fiction, History, Pulitzer Prize Winner, Russian language, Text, Translations into Spanish, award:pulitzer_prize=1928, award:pulitzer_prize=fiction, 18.06 Anglo-American literature, American fiction (fictional works by one author), Fiction, historical, Peru, fiction, Large type books, Fiction, historical, general, Social life and customs, Manners and customs, Thornton Wilder, Pulitzer Prize, Winner, Historical, American, Adult, Classic, Literature, Stories, Story, Book, Books, Religion, Religious, Tragedy, Tragedies, Death, Fate, Divine, Intervention",6.70 x 0.61 x 8.15 inches,
A7-B3-0010,La traviata,Giuseppe Verdi,1800,Drama,Humanities,4,1,14_Nov_24,4.72 out of 5 stars,1 rating,$42.66 ,en,92,,"Librettos, Operas, Scores, Vocal scores with piano, open_syllabus_project, Verdi, giuseppe, 1813-1901, Operas, librettos, Libretto, Italienisch, Verdi, giuseppe , 1813-1901, Operas--librettos, Ml50.v484 t62 2004, 700=aacr2, Opera, history and criticism",6.63 x 0.38 x 7.22 inches,
A7-B3-0011,Spaceman, Mike Massimino,2016,Biography & Autobiography,Science,8,23,9_Jun_24,4.78 out of 5 stars,14 ratings,$0.99 ,en,238,,"Astronauts, Maintenance and repair, Hubble Space Telescope (Spacecraft), Space flights, Biography, History, nyt:science=2016-11-13, New York Times bestseller, Hubble space telescope (spacecraft), Space flight, Transportation",5.04 x 0.82 x 9.48 inches,
A7-B3-0012,"The Wing-and-wing: Or, Le Feu-follet. A Tale",James Fenimore Cooper,1800,Historical Fiction,Fiction,5,3,13_May_24,4.67 out of 5 stars,3 ratings,Price not available,en,494,,"Napoleonic Wars, 1800-1815, Fiction, Historical fiction, Napoleonic Wars (1800-1815) fast (OCoLC)fst01032683, Great britain, fiction, American fiction (fictional works by one author), Fiction, historical, general, Fiction, war & military, Napoleonic wars, 1800-1815, fiction, Fiction, historical, Fiction, classics, Fiction, sea stories",6.46 x 1.64 x 9.90 inches,
A7-B3-0014,Sartor resartus,Thomas Carlyle,1800,Satire,Fiction,5,4,17_May_24,4.52 out of 5 stars,3 ratings,$12.04 ,en,530,,"Fiction, Philosophers, Conduct of life, Clothing and dress, Heroes, Philosophy, Criticism and interpretation, Critique et interprÃƒÂ©tation, Social life and customs, Description and travel, Fiction, general, Germany, fiction, Fiction, humorous, general, Child welfare, Congresses, Children, Health and hygiene",5.97 x 1.97 x 8.15 inches,http://books.google.com/books/content?id=10YgGMvrFzIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B3-0015,Essais,Michel de Montaigne,1600,Biography & Autobiography,Humanities,7,2,11_Jan_25,,No reviews,$11.86 ,sr,218,,"Translations into Chinese, Philosophy, French essays, Translations into English, Montaigne, Michel de, 1533-1592, great_books_of_the_western_world, Philosophers, Education, great_books, Marriage, History and criticism, Humanity, Christianity, LittÃƒÂ©rature franÃƒÂ§aise, Manuels d'enseignement secondaire, DeuxiÃƒÂ¨me cycle, Cannibalisme, Civilisation, Correspondence, Personal correspondence, Montaigne, michel de , 1533-1592, Literature, Literature--essays, Philosophy--essays, Pq1642.e5 s37 2003, Pq1642 .e5 m761c 2003, French literature, French literature--16th century--texts, Pq1641 .a1 2007, 194, Ãƒâ€°crivains franÃƒÂ§ais, Biographies",5.26 x 0.77 x 9.51 inches,
A7-B3-0016,Evil Under the Sun,Agatha Christie,1941,Crime/Thriller,Fiction,5,48,12_Dec_24,4.44 out of 5 stars,36 ratings,$11.69 ,en,264,,"Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Open Library Staff Picks, Detectives, Fiction, Belgians, Mystery, English literature, Murder, Investigation, Fiction, mystery & detective, general, Poirot, hercule (fictitious character), fiction, Private investigators, fiction, England, fiction, English language, Poirot, HÃƒÂ©rcules (Personaje ficticio), Novela, Cuentos policiacos y de misterio ingleses, Fiction, mystery & detective, traditional",6.12 x 0.97 x 9.90 inches,
A7-B3-0017,The Second Jungle Book,Rudyard Kipling,1895,Adventure,Children,6,1,4_Nov_24,No rating available,No reviews,Price not available,en,350,,"Romans, Enfants sauvages, Jungles, Faune de la jungle, Fiction, Jungle animals, Mowgli (Fictitious character), Animals, Legends and stories of Animals, Juvenile fiction, Folklore, Anecdotes, Legends, Short stories, Childrens stories, Juvenile literature, English Adventure stories, Boys, Feral children, British and irish fiction (fictional works by one author), English literature, English fiction, Jungle, English Short stories, Children's stories, English, Classic Literature, Fiction, action & adventure, Fables, Children: Grades 4-6, Children's fiction, Jungle animals, fiction, Jungles, fiction, Mowgli (fictitious character), fiction, India, fiction, Animals, fiction, Fiction, general",6.06 x 1.39 x 7.35 inches,
A7-B3-0018,,Fyodor Mikhailovich Dostoevsky,1866,Crime/Thriller,Fiction,7,6,17_Aug_24,4.74 out of 5 stars,4 ratings,$15.99 ,ru,557,,"English Translations, Russian literature, Novela psicolÃƒÂ³gica, Fiction, Translations into Yiddish, Psychological fiction, German language, Murder, Fiction in Spanish, Mystery fiction, Classic Literature, Detective and mystery stories, Open Library Staff Picks, Guilt, open_syllabus_project, Novela policÃƒÂ­aca, Crime, Social life and customs, FicciÃƒÂ³n, Murderers, Saint Petersburg (Russia) -- Fiction, Remorse, Mystery, Continental european fiction (fictional works by one author), Saint petersburg (russia), fiction, Soviet union, fiction, Fiction, psychological, Slavic philology, Crime, fiction, Russia (federation), fiction, Literary, Psychological aspects, Russian language, Raskolnikov (Fictitious character), Psychological, Russian fiction, Translations into English",6.34 x 1.96 x 8.09 inches,
A7-B3-0019,King Solomon's Mines,H. Rider Haggard,1885,Adventure,Fiction,5,6,5_Jan_25,4.48 out of 5 stars,6 ratings,$12.86 ,en,132,,"Fiction, Allan Quatermain (Fictitious character), Treasure troves, Diamond mines and mining, Hunting guides, Missing persons, Adventure and adventurers, FicciÃƒÂ³n, Quatermain, Allan (Personaje literario), Buried treasure, English language, Text-books for foreigners, Adventure stories, Personas desaparecidas, Tesoros ocultos, GuÃƒÂ­as de caza, Translations into Portuguese, English Adventure stories, Literature, Classic Literature, Roman anglais, Fiction, action & adventure, Quatermain, allan (fictitious character), fiction, Children's fiction, Adventure and adventurers, fiction, South africa, fiction, Missing persons, fiction, Africa, fiction, Large type books, Young adult fiction, Adventure fiction, Lost World, British and irish fiction (fictional works by one author), Quatermain, Allan (Personnages fictifs), Romans, nouvelles, Treasure-troves",5.60 x 0.62 x 8.49 inches,
A7-B3-0020,Arrowsmith,Sinclair Lewis,1925,Satire,Fiction,5,7,13_Sep_24,5.0 out of 5 stars,5 ratings,$11.99 ,en,33,,"Physicians, After years of work as a small town doctor and a research scientist, Arrowsmith heads for the West Indies with a serum to halt an epidemic. A tragic turn of events forces him to come to terms with his career and his personal life, Practice, Satire, Pulitzer Prize Winner, Fiction, Medicine in literature, award:pulitzer_prize=1926, Open Library Staff Picks, award:pulitzer_prize=fiction, Scientists, Medicine, Medical ethics, Research, Evangelists, Retired executives, Married people, Americans, Clergy, American fiction, Protestant churches, Social life and customs, Middle class, Avarice, Modern Literature, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, New York Times reviewed, American fiction (fictional works by one author), Fiction, general, Fiction, medical, Fiction, satire, Fiction, classics, Medical novels, Literature",5.85 x 0.46 x 7.80 inches,
